Donchian,VolThresh,StopMult,TPMult,NetReturn,MaxDrawdown,Sharpe
20,1.0,2.0,6.0,0.09482491478553602,-0.25207592224377834,0.27243757768716376
10,1.5,2.0,8.0,0.04948346408899961,-0.06843158190346796,0.27215216568211603
20,1.5,2.0,8.0,0.04948346408899961,-0.06843158190346796,0.27215216568211603
30,1.5,2.0,8.0,0.04948346408899961,-0.06843158190346796,0.27215216568211603
40,1.5,2.0,8.0,0.04948346408899961,-0.06843158190346796,0.27215216568211603
40,1.2,2.5,10.0,0.07965707714958462,-0.18599155552281094,0.2628926354017305
30,1.2,2.5,6.0,0.07167946643609793,-0.16760897548215703,0.25412233444635673
10,1.5,2.5,10.0,0.04868069594469435,-0.07833248373875959,0.23543458093961855
20,1.2,1.5,4.0,0.052263799178171214,-0.12532404212552362,0.22887817306773503
20,1.5,2.5,10.0,0.04592702241261868,-0.07868040621818304,0.22509875253743472
30,1.5,2.5,10.0,0.04592702241261868,-0.07868040621818304,0.22509875253743472
40,1.5,2.5,10.0,0.04592702241261868,-0.07868040621818304,0.22509875253743472
20,1.0,2.0,10.0,0.06397781846229372,-0.2619233798028035,0.22483888510887418
10,1.5,2.5,6.0,0.037865841682666,-0.0803150837189949,0.21820025493084988
40,0.8,1.5,8.0,0.05696057714487488,-0.22722295287004918,0.2117462343466263
30,0.8,1.5,8.0,0.05593178231821021,-0.2868370963068454,0.21059429483655853
40,0.8,2.0,10.0,0.053502464862993836,-0.2933857761506305,0.2099497250301032
40,1.2,2.0,6.0,0.05020484401182948,-0.149347087471702,0.20978595796165345
20,1.0,2.0,8.0,0.05366784136721635,-0.2613673781031722,0.20854438285443305
10,1.2,2.0,10.0,0.0541095925214302,-0.22731866772914774,0.20719485841551002
20,1.5,2.5,6.0,0.03510844004428145,-0.0803150837189949,0.20540692562476776
30,1.5,2.5,6.0,0.03510844004428145,-0.0803150837189949,0.20540692562476776
40,1.5,2.5,6.0,0.03510844004428145,-0.0803150837189949,0.20540692562476776
40,1.2,3.0,4.0,0.05199102895155884,-0.18736307120528473,0.20501165736313476
20,1.2,2.5,4.0,0.04919257965424476,-0.1430362093617973,0.2044091734337244
30,1.0,2.0,6.0,0.0499636820505988,-0.26524886800391445,0.19935284626935743
40,0.8,1.5,4.0,0.05007938502463003,-0.21226382174904587,0.19903900430147523
40,0.8,1.5,10.0,0.049251690617712666,-0.22722295287004918,0.19745821730918714
10,1.0,1.5,8.0,0.03992191796641837,-0.2810511254284982,0.18929881541228635
40,1.2,2.0,4.0,0.03840126793792442,-0.13062638119139455,0.17999531236668917
30,0.8,1.5,10.0,0.036739158724796654,-0.28653415936249266,0.17882641723023024
30,1.2,2.5,4.0,0.036721705451925844,-0.14261399827228505,0.17325645437286588
40,1.2,2.0,8.0,0.035686596776633994,-0.13975209264450258,0.1699710952337759
40,0.8,2.0,4.0,0.028665892397063544,-0.25226783510521494,0.1646216822897126
20,1.0,2.0,4.0,0.025391761436757223,-0.2583897222790369,0.1578264560175865
